violent_pos_idx,violent_video,violent_label,violent_text,closest_nonviolent_pos_idx,closest_nonviolent_video,closest_nonviolent_text,similarity
399,Robbery065_x264,Robbery,A man in white and a man in black are fighting in the upper right corner of the screen The man wearing a white hat was walking around the house with a gun and threatening the man at the counter. There is a man in black clothes in the lower left corne...,494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.43117642402648926
343,Robbery009_x264,Robbery,"A little girl walked to the shelf Two tellers and a woman in light clothes brought two children, one of whom was playing around in the supermarket. The teller on the right ran to the distance to pack his things Two men broke into the supermarket A ma...",465,Shoplifting018_x264,"A woman and a man were walking in the middle of the supermarket shelves. The woman stopped aside and took a few bags of things and dumped them on the opposite shelf. The man turned, followed by a child The woman put the few bags of things she had tak...",0.43088144063949585
138,Burglary018_x264,Burglary,A man in white clothes and a helmet walked from a car parked next to the door to the door. The man looked into the door The man started to pry the door of the house with a knife The man never pried it open and stopped. The man fumbled again and then ...,495,Stealing018_x264,"A man in a plaid shirt ran to a black jeep parked on the side of the road and started to pry the door The man in the plaid shirt dropped his tools on the ground, and the man bent down to pick them up. After picking it up, continue to pry the door of ...",0.43056559562683105
60,Arrest025_x264,Arrest,Three policemen stood in front of a blue car on the roadside. Four police officers dragged a man out of the car and pinned him to the ground. One of the police officers struck the man in the head with his knee and restrained him....,494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.42948177456855774
371,Robbery037_x264,Robbery,A man in white clothes and black pants is sitting behind the counter playing with his mobile phone A woman in black pushed the door in while talking on the phone The woman pointed at something and the man turned around to take it The woman gave money...,494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.42774534225463867
385,Robbery051_x264,Robbery,"A man in red raised a gun and waved it back and forth, while a woman squatted down beside her, holding her head. The man continued to brandish a pistol and directed his accomplices to rob and loot. The man with the gun directed his accomplice to the ...",553,Vandalism008_x264,"A man in blue clothes, gray pants and black shoes walked up to a man in white who was leaning on the railing. There are five people standing next to you on the street The man in blue walked to the man in white while shaking his body. Three of the fiv...",0.42770081758499146
219,Fighting029_x264,Fighting,A man in gray striped clothes punched the man at the counter Counter man throwing equipment counterattack The man at the counter left the counter and fought with a man in black The man at the counter got into a fight with another man and then fell to...,554,Vandalism009_x264,A shirtless man wearing jeans walked to the middle of the road and pointed behind him The bare-chested man wearing jeans took a slight approach and kicked the luminous object on the right. Another shirtless man wearing jeans ran out and punched the o...,0.426451712846756
173,Burglary053_x264,Burglary,"A white man wearing a black T-shirt and light trousers came to the porch of a big house, pressed the doorbell and waited. Ringed the doorbell twice in front of the door, then stood at the door and waited. After knocking on the door, the man continued...",613,Normal_Videos_251_x264,A black man and an Asian man entered the house one after another An old man in white clothes passed by the door...,0.4261412024497986
12,Abuse013_x264,Abuse," Kindergarten children stood in three rows in the classroom. The teacher twisted their ears and dragged the two children to the wall. One child knelt down by the wall, and the other child was thrown against the wall. After the teacher kicked each of ...",494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.42574962973594666
8,Abuse009_x264,Abuse,"At night, there were a bunch of men standing at the bulletin board on the street, and there was another man standing on the other side, holding a child in his arms. The man standing on the other side slammed the child in his hands to the ground, and ...",494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.425545871257782
175,Burglary055_x264,Burglary,A white pickup truck drove into the front door of a compound and stopped. A man wearing a white hat got out of the car The man ran towards the back. A man in white hooded clothing got out of the car and ran forward. Run to the back and the man ran ba...,868,Normal_Videos202_x264,The white car drives past from right to left Silver passenger car drives past from right to left The person behind took some things out of the car and threw them into the back of the car. Then he closed the hood and got into the car....,0.42550647258758545
418,Robbery084_x264,Robbery,"A man in white walked into the store. Three robbers rushed into the store, and one of the hooded men grabbed the man who had just entered. A robber in a gray hoodie leaves. Gray hoodie robber wielding knife. The knife-wielding robber left and returne...",494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.4251360595226288
36,Arrest001_x264,Arrest,"A man in black clothes, pants and white shirt walked to the door and talked with a man in short-sleeved white clothes. A man dressed all in black stood on the right side of the door listening to the man in black clothes and white shirt communicating ...",494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.4242261052131653
428,Shooting010_x264,Shooting,The man entered the car door A man also came to the car Man fighting with people in car Two people beat each other with guns The man outside the car fell down The man in the car raised his gun to see...,494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.42296233773231506
63,Arrest028_x264,Arrest,A policeman closed the door and left the room. Two policemen took a man in black into a small room and closed the door. One of the policemen started talking to the man in black. A policeman suddenly pressed the man against the door while the man in b...,556,Vandalism011_x264,"Three people were walking on the street. One of them was walking while looking at his mobile phone, and the other was running across the street. A man in black pants pushed three trash cans placed consecutively on the roadside to the ground. Man in b...",0.42248886823654175
376,Robbery042_x264,Robbery,A man wearing a black hoodie appeared at the counter and took out a white paper and showed it to the man on the right wearing a black short-sleeved cap and a peaked cap to look at and talk to The man in the peaked cap took the white paper and looked ...,740,Normal_Videos054_x264,A dark-skinned man wearing a gray hoodie and a black hat is writing on a white paper on a black table full of clutter. A dark-skinned man wearing a gray hoodie and a black hat is holding a black ballpoint pen next to a table full of debris and a man ...,0.4223993420600891
430,Shooting012_x264,Shooting, Someone in the distance opened the trunk of the car The cashier collects the customer's banknotes and puts them into the cash register The cashier takes out yellow coins from the cash register and gives change to the customer The customer left with ...,671,Normal_Videos_884_x264,There are many vehicles running outside the window A store where many people enter to choose things The salesperson is packing things Sales move the chair to make way for the aisle The old man walked through the aisle The old man took out a long blac...,0.42195671796798706
216,Fighting026_x264,Fighting,A man in an orange shirt is eating in the lower left corner of the restaurant A man in white and two others appeared and attacked the man in orange shirt who was eating at the table The man in white and the man in orange struggled together The man in...,494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.42126062512397766
340,Robbery006_x264,Robbery,The black man with a backpack pushed the man in black next to him to the counter. The black man raised his pistol and pointed it at the man wearing a shirt at the counter. The man in a shirt at the counter knocked over the black chair. A man wearing ...,494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.4190945029258728
427,Shooting009_x264,Shooting,Someone came in from a distance The man in pink clothes pulls the sheets on his body A man in white came in at the door Man takes something out of the car The man in pink waved to everyone The man in pink smashed the display screen Man drinking from ...,720,Normal_Videos026_x264,"In a back kitchen, a man wearing a red shirt and a black vest left the room, and then a man wearing white short sleeves also left the room. A woman wearing white short-sleeves and a red hat walked in. The woman walked to the sink to wash her hands. T...",0.4182319641113281
225,Fighting035_x264,Fighting,Two people arguing in the lower right corner The two men were pushed and beaten under the car The man in red returns to the driving seat...,494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.4180653393268585
363,Robbery029_x264,Robbery," Four men got out of a white van, three of them were carrying two white bags in their hands. The white van drove away. A black car drove up and several men in black got out. After the white van drove away, a black car drove up and several men in blac...",557,Vandalism012_x264,"Two men in black running on the street A man picked up a black object on the street and threw it into the sky Two men in black running on the street A man runs towards a white trash can The man picked up the trash can with both hands, turned it in a ...",0.41667670011520386
422,Shooting004_x264,Shooting,A policeman ran forward with his gun raised The policeman is retreating with his gun raised A woman chases a man forcing him to retreat Woman was shot and fell to the ground The man stepped forward to restrain him...,556,Vandalism011_x264,"Three people were walking on the street. One of them was walking while looking at his mobile phone, and the other was running across the street. A man in black pants pushed three trash cans placed consecutively on the roadside to the ground. Man in b...",0.4162662625312805
99,Assault004_x264,Assault," There were four men on the roadside. When they saw two cars driving towards them, they all ran away.  Three big men got out of the car in front, some with their faces covered, holding machetes, and directly stopped the man running at the end. The bi...",494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.41492369771003723
130,Burglary010_x264,Burglary,"There are two cash machines in the corner of the street, and there is no one on the street. Four people came to two ATMs. Four people tried to pry open the cash machine with sticks, but failed. Another person came over and came to the cash machine.  ...",91,Arson015_x264," Three people wearing hoods came from the stairs to a door. There was a layer of railings in front of the door. A man kept hitting the door lock with an ax, but he didn't open it.  Two more people with hoods came up from the stairs, one carrying a la...",0.41456761956214905
392,Robbery058_x264,Robbery,"A woman in red was playing with her mobile phone behind the counter, when a man in black with a mask came over. The man in black put the bag on the table and threatened the woman with a gun. The woman opened the checkout counter and put money in her ...",494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.41447871923446655
420,Shooting002_x264,Shooting,Three men hugging each other There are two more men talking to them in the camera Five people talking to each other Passing by a person The five people gradually dispersed Five people fighting with each other A lady came to watch five people fight...,592,Normal_Videos_196_x264,There are five men talking to each other in the lower left corner of the screen There is a man in a gray shirt below the screen bending down to pack things. There is a man in a pink shirt among the five men There is a man in a gray shirt below the sc...,0.41403019428253174
423,Shooting005_x264,Shooting,A man entered the house A man came out of the house Two men came over A man came over and put on clothes A man ran away with a gun A man is talking to someone indoors A man in black ran over Man uses a flashlight to shine outside into the house...,89,Arson013_x264,A man in purple walked to the door of the house carrying a red gasoline barrel from a distance The man in purple ran away again carrying the bucket. A car passed by the roadside next to the house The man in purple came to the house with gasoline In a...,0.4137283265590668
344,Robbery010_x264,Robbery,A man wearing black short sleeves turned around and walked towards the short-haired woman next to the door. The short-haired woman next to the door turned around and walked to the staff at the counter with a backpack. The staff was a woman with black...,494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.4134829640388489
149,Burglary029_x264,Burglary,A young white man appears in the room The man picked up a small paper box from the cabinet in the room and opened it as he walked The man walked to the kitchen counter The man placed the carton on the kitchen bar. The man leaves Another young white m...,710,Normal_Videos009_x264,"In a room, a man wearing sunglasses and khaki shorts walked over from the next room. The man held a white basket in his hand, and then the man walked to a row of storage behind the cabinet A woman wearing a gray coat and black pants came from the nex...",0.41208985447883606
74,Arrest039_x264,Arrest,A man in black walked in from outside and came to the counter. The man in black stepped back and took out two guns. The man in black is walking around and saying something. A car passed by outside. A man in black police uniform rushed in and shot the...,556,Vandalism011_x264,"Three people were walking on the street. One of them was walking while looking at his mobile phone, and the other was running across the street. A man in black pants pushed three trash cans placed consecutively on the roadside to the ground. Man in b...",0.4120190143585205
4,Abuse005_x264,Abuse,"The prison guard wearing black trousers and gray short-sleeved uniforms sitting next to the wall suddenly stood up and walked into the room opposite the white table, and knocked his white table against the side of the door, diagonally leave; A prison...",494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.4117317795753479
218,Fighting028_x264,Fighting,Two men walked in and one threatened the other with a gun and snatched the backpack. The four people fought each other A man in red clothes rushed in to help The two were suppressed by two men in blue and one in red. A man in gray came to help fight ...,556,Vandalism011_x264,"Three people were walking on the street. One of them was walking while looking at his mobile phone, and the other was running across the street. A man in black pants pushed three trash cans placed consecutively on the roadside to the ground. Man in b...",0.4116036295890808
20,Abuse021_x264,Abuse," Five children eat around a semi-circular table, with a teacher sitting in the middle. The teacher reaches out to touch the first child on the left side of the semi-circular table The teacher in the middle is still holding down the first child, and t...",761,Normal_Videos080_x264,"In a corridor, a fat teacher came over with a group of students and walked into the classroom In a corridor, a cleaner wearing black clothes appeared with a broom. He put the broom on a yellow cart and then pushed the cart away. In a corridor, a litt...",0.41147705912590027
176,Burglary056_x264,Burglary,"In a crowded room, a man in a white hoodie was rummaging around at a table full of things. Another man wearing the same clothes came in and was looking for items on the table. The new man came in and handed the man in front a laptop. The two continue...",1037,Normal_Videos391_x264,"There is no one in a room, there is a small table and a long table with many computers A black man in white came into the room and walked to the table with a rag. The man began to clean the table. The man arranged the three chairs next to him , man c...",0.4113389551639557
203,Fighting013_x264,Fighting,A short-sleeved man appeared at the door opposite two men in suits doing fighting postures The short-sleeved man and two men in suits waved at each other The man in short sleeves waved a stool to the man in suit The man in suit grabbed the stool and ...,553,Vandalism008_x264,"A man in blue clothes, gray pants and black shoes walked up to a man in white who was leaning on the railing. There are five people standing next to you on the street The man in blue walked to the man in white while shaking his body. Three of the fiv...",0.41122931241989136
195,Fighting005_x264,Fighting,A man on the lower left is communicating with others A white vehicle passed by the door and stopped. Two men in black clothes and masks ran from the door to the right side of the screen. Two men dragged a box out the door A bald man on the left ran o...,592,Normal_Videos_196_x264,There are five men talking to each other in the lower left corner of the screen There is a man in a gray shirt below the screen bending down to pack things. There is a man in a pink shirt among the five men There is a man in a gray shirt below the sc...,0.41077423095703125
354,Robbery020_x264,Robbery,A man wearing a yellow short-sleeved shirt opened the glass door and walked into the house. The man in the yellow short-sleeved shirt opened his wallet and took out the money. Suddenly his money fell to the ground. The man bent down to pick up the mo...,494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.40980249643325806
393,Robbery059_x264,Robbery,"Three gangsters entered with guns, and the clerk fled quickly. The two gangsters left. A gangster returns and a clerk is threatened.  Several gangsters ransacked the store A gangster controlled the clerk to the ground A gangster wearing a mask left. ...",91,Arson015_x264," Three people wearing hoods came from the stairs to a door. There was a layer of railings in front of the door. A man kept hitting the door lock with an ax, but he didn't open it.  Two more people with hoods came up from the stairs, one carrying a la...",0.4096544682979584
166,Burglary046_x264,Burglary,A man wearing a white shirt and gray suit pushed open the small front hall door on the outside of a small store and held it. Four men wearing baseball caps and black hooded jackets walked into the small front hall. A man took a tool and broke the gla...,560,Vandalism015_x264,"A man in black clothes and a black hat walked to the door of a store with something in his hand. The door of the store was covered with glass. The man in the black hat looked towards the store for a while, then continued to walk along the sidewalk wh...",0.40789586305618286
104,Assault009_x264,Assault,"Two men and a woman were drinking water and chatting at the table. The two people walked in, and a fat man walking behind suddenly punched the man walking in front on the head with his fist. The man who hit the man was dissuaded and pulled away by tw...",553,Vandalism008_x264,"A man in blue clothes, gray pants and black shoes walked up to a man in white who was leaning on the railing. There are five people standing next to you on the street The man in blue walked to the man in white while shaking his body. Three of the fiv...",0.4074016213417053
45,Arrest010_x264,Arrest,A man in black climbed over the security wall. A man in black went to the construction site to observe and then returned. The man in black climbed up to the tower crane's room with the help of surrounding items. Man climbs onto the tower crane. Three...,556,Vandalism011_x264,"Three people were walking on the street. One of them was walking while looking at his mobile phone, and the other was running across the street. A man in black pants pushed three trash cans placed consecutively on the roadside to the ground. Man in b...",0.4072406589984894
154,Burglary034_x264,Burglary,"Two African-American men wearing T-shirts, shorts, and floral scarves entered the room and entered the shop. A man takes some items from the counter, A man ran away quickly holding something. Another man went behind the counter and rummaged around. T...",557,Vandalism012_x264,"Two men in black running on the street A man picked up a black object on the street and threw it into the sky Two men in black running on the street A man runs towards a white trash can The man picked up the trash can with both hands, turned it in a ...",0.4069614112377167
416,Robbery082_x264,Robbery,A man wearing a hood kidnapped another man in white and entered the gate. Two men walked to the back of the car and opened a small door. The two stood in front of the door for a moment. The other two men in white came out and snatched the things in h...,466,Shoplifting019_x264,"A man wearing two hats suddenly took away a box of things on the counter and ran out; a man with a white beard at the counter immediately went to grab it, but didn't get it. The man wearing two hats ran out; taking advantage of the chaos, the man wea...",0.4061753451824188
28,Abuse029_x264,Abuse,"A man in a red shirt and brown trousers walked towards a house, waved and looked inside the house, and squatted beside the door. Pick up a black and brown puppy at the door Hold the dog forward and look back The man strode away holding the dog in his...",786,Normal_Videos106_x264,A man wearing a red shirt and blue jeans walked from the left side of the room to behind the table on the right side of the room A man in a black shirt walked to the table on the left side of the room and placed the black schoolbag he was carrying an...,0.40611422061920166
429,Shooting011_x264,Shooting,"People at the counter are talking to each other A man in white came in from the door The woman in red and the woman in white, Mr. Zhang, chatted with each other Two peeping men came to the door Pointing guns at several ladies Men are taking things fr...",556,Vandalism011_x264,"Three people were walking on the street. One of them was walking while looking at his mobile phone, and the other was running across the street. A man in black pants pushed three trash cans placed consecutively on the roadside to the ground. Man in b...",0.40553081035614014
338,Robbery004_x264,Robbery,A long-haired woman wearing a black and red top at the counter was checking out the customer wearing a blue and green striped hoodie opposite. There is a woman in black standing in line behind the counter. A man wearing a black hat and holding a shot...,466,Shoplifting019_x264,"A man wearing two hats suddenly took away a box of things on the counter and ran out; a man with a white beard at the counter immediately went to grab it, but didn't get it. The man wearing two hats ran out; taking advantage of the chaos, the man wea...",0.40489479899406433
421,Shooting003_x264,Shooting,There are three people standing on the roadside Passing a car Two cars passing by Someone ran away on the roadside Someone rushed over to beat another person The person running over hit someone else Someone ran towards the person who was hit Smoke is...,306,RoadAccidents080_x264,"A white car rushed into a shop on the roadside, smashing the glass of the shop. View from inside the store, a car rushed in, smashed the glass of the room, and there was a fire on the front of the car. Everyone ran to check the car that rushed into t...",0.4043789505958557
181,Burglary061_x264,Burglary,"A small shop with two tables, some things at the front desk, no one A man wearing dark clothing and white gloves walked past the door of the shop. The man smashed the glass door of the shop Man broke into the shop. The man walked inside and came dire...",468,Shoplifting021_x264,"In a store, a male boss took an earring from a box and showed it to a woman The man puts on the earrings for the woman  The woman was satisfied and exposed the ear with the earring for the man to see. The woman then looked at the mirror aside, The wo...",0.40301114320755005
6,Abuse007_x264,Abuse,A man wearing black short-sleeved green shorts walked towards the door at one end of the corridor. A tall and strong man in black uniform walked towards him. This man was tall and strong. The man raised his right hand and slapped the man in shorts. A...,761,Normal_Videos080_x264,"In a corridor, a fat teacher came over with a group of students and walked into the classroom In a corridor, a cleaner wearing black clothes appeared with a broom. He put the broom on a yellow cart and then pushed the cart away. In a corridor, a litt...",0.4018304646015167
205,Fighting015_x264,Fighting,"A man is wiping a wine bottle at the counter A man wearing a hat broke in and threatened with a knife The man resisted and pushed to the shelf A man rushed out from the left, waved a chair and beat the man in the hat The man at the counter suppressed...",494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.4013863503932953
200,Fighting010_x264,Fighting,Many people stood in front of the store on the street The camera passes over several cars and then shines on the crowd Two men had a quarrel Two men in the center of the screen are communicating at the door of the store Then a woman walked out of the...,553,Vandalism008_x264,"A man in blue clothes, gray pants and black shoes walked up to a man in white who was leaning on the railing. There are five people standing next to you on the street The man in blue walked to the man in white while shaking his body. Three of the fiv...",0.3995508551597595
404,Robbery070_x264,Robbery,"A gangster broke into the store and smashed the glass cabinet with a sledgehammer. The man was followed by three gangsters, and the man knocked a man in front of the counter to the ground. The man with the hammer left, and the remaining three accompl...",553,Vandalism008_x264,"A man in blue clothes, gray pants and black shoes walked up to a man in white who was leaning on the railing. There are five people standing next to you on the street The man in blue walked to the man in white while shaking his body. Three of the fiv...",0.3992137610912323
413,Robbery079_x264,Robbery,"A cashier woman is working and two people are queuing. The cashier wanted to leave, but a man pointed a gun at the cashier. The man and the cashier walked to the cash register. Two customers left. What is the woman doing while standing in front of th...",1009,Normal_Videos362_x264,"The female clerk at the cashier is collecting money, and the customer takes the goods and leaves after paying. The female clerk opened the cash box to store the coins and tore off the receipt The screen turned and two customers left the store one aft...",0.3989427387714386
448,Shooting031_x264,Shooting,A man wearing black pants and a gray shirt walked to an empty seat in the second row of chairs and sat down. He held a small ticket in his right hand and waited for his number to be called. The man wearing a vest and peaked cap leaned on the railing ...,78,Arson001_x264,The door of a white car parked in front of the house opened A woman got off the car from the back door and walked to the door of the house next to her. The woman smashed the door of the house with an ax and then went back into the car and closed the ...,0.3980560302734375
21,Abuse022_x264,Abuse,"A man in white short-sleeves is pushing a wheelchair in the corridor, followed by two men walking The man pushing the wheelchair suddenly raised his hand and hit the person in the wheelchair, and then hit him twice. The direction of the wheelchair al...",720,Normal_Videos026_x264,"In a back kitchen, a man wearing a red shirt and a black vest left the room, and then a man wearing white short sleeves also left the room. A woman wearing white short-sleeves and a red hat walked in. The woman walked to the sink to wash her hands. T...",0.3979228138923645
378,Robbery044_x264,Robbery,"A man wearing a black hat and a black vest threatens the man wearing a white hat behind the counter to withdraw money from the counter The man in the black hat took the money and left, the man at the counter raised his hands...",466,Shoplifting019_x264,"A man wearing two hats suddenly took away a box of things on the counter and ran out; a man with a white beard at the counter immediately went to grab it, but didn't get it. The man wearing two hats ran out; taking advantage of the chaos, the man wea...",0.3978736996650696
49,Arrest014_x264,Arrest,"A man wearing sunglasses walked in, communicated with a seated man and walked away. Many people and vehicles passed by outside the door. A man in black stood at the door. The man in black leaves. Many people wearing green police uniforms came in. A m...",556,Vandalism011_x264,"Three people were walking on the street. One of them was walking while looking at his mobile phone, and the other was running across the street. A man in black pants pushed three trash cans placed consecutively on the roadside to the ground. Man in b...",0.39787304401397705
71,Arrest036_x264,Arrest,A person leaves the room. A man in a gray suit took a few pieces of paper from the table next to him and walked back to a woman in a black coat. A black-haired woman in black clothes is drinking water. A man in police uniform walked aside and then wa...,494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.3974556624889374
352,Robbery018_x264,Robbery,A man wearing a red short-sleeved shirt at the checkout counter is holding something according to the instructions of the man wearing a red and black shirt opposite. Suddenly a man wearing a white coat broke into the screen. The man wearing a white s...,720,Normal_Videos026_x264,"In a back kitchen, a man wearing a red shirt and a black vest left the room, and then a man wearing white short sleeves also left the room. A woman wearing white short-sleeves and a red hat walked in. The woman walked to the sink to wash her hands. T...",0.3968944847583771
124,Burglary004_x264,Burglary,A car crashed directly into the glass window of the room The car moves backwards and leaves the room A man with an orange hood burst into the room from the right A man with a gray hood broke into the room from above Two men moved the ATM machine outs...,323,RoadAccidents097_x264,"A man, a woman and a child entered a store A car drove up to the door and was smashed. The glass of the store was broken, and a man came out of the store. The man first pointed at the car and spoke, then entered the car The white car slowly reversed,...",0.39639779925346375
431,Shooting013_x264,Shooting,A man walking up the stairs The man is looking around The man took out his gun and shot at the door MAN LEAVE...,774,Normal_Videos093_x264,"A man in black clothes and black pants walked from the inside of the house to the door. Beside the aisle are some desks, chairs and a couch A man wearing a dark blue shirt and blue jeans walked quickly down the stairs enclosed by glass inside the roo...",0.3962315022945404
162,Burglary042_x264,Burglary,"An African-American man wearing a white short-sleeved T-shirt and dark pants sneaked into the living room of the room. The man came to the window and closed the blinds. Two more African men came in, one wearing a red vest and the other wearing a whit...",613,Normal_Videos_251_x264,A black man and an Asian man entered the house one after another An old man in white clothes passed by the door...,0.395877867937088
381,Robbery047_x264,Robbery,"A man followed another man with a gun and entered, aiming at the woman and threatening her. The woman lowers her head to look for the key The woman at the counter opened the counter and handed over the cash The man in white leaves...",468,Shoplifting021_x264,"In a store, a male boss took an earring from a box and showed it to a woman The man puts on the earrings for the woman  The woman was satisfied and exposed the ear with the earring for the man to see. The woman then looked at the mirror aside, The wo...",0.3945995569229126
2,Abuse003_x264,Abuse,"A woman in black short-sleeves pushed an old man in a wheelchair from one end of the corridor to the other. The old man was wearing a long-sleeved top, with a blanket covering his legs, and his head tilted toward his left shoulder. , keep one posture...",761,Normal_Videos080_x264,"In a corridor, a fat teacher came over with a group of students and walked into the classroom In a corridor, a cleaner wearing black clothes appeared with a broom. He put the broom on a yellow cart and then pushed the cart away. In a corridor, a litt...",0.39448899030685425
407,Robbery073_x264,Robbery,"A man in white walked to the counter. A man wearing a turban leaves. The man in white walked to the side and sat down. Another man walked to his side from behind the glass door. The man walked back to the glass door. Two men walked to the counter, an...",494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.39356160163879395
29,Abuse030_x264,Abuse,"A black puppy walked out from in front of the car on the road The black puppy stopped in place for a while and then walked back for a while. The black puppy is not walking on the sidewalk but on the road  On the right side of the road, a man wearing ...",494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.39203277230262756
335,Robbery001_x264,Robbery,A man wearing gray short-sleeves and a white helmet is looking around in front of the counter The man looked around at the counter and scratched his arm. A black-haired man wearing blue and white striped short-sleeves walked into the counter. A man w...,494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.39178720116615295
380,Robbery046_x264,Robbery,A man wearing a helmet stood on the counter with a gun The man wearing a helmet leaves the camera...,478,Shoplifting032_x264,"In a helmet store, two men came in and looked at the helmets one after another. They walked through the products in the middle and walked to some helmets. The man wearing sunglasses turned and walked towards the helmet next to him, and the man wearin...",0.39136144518852234
107,Assault012_x264,Assault,"Two men walking on the road, walking from one side to the other Another man rushed over from a distance, pushed a man to the ground, and then ran away. A man and a woman came over to help check the injury of the man who fell on the ground....",548,Vandalism003_x264,"Two people running on the sidewalk. The person walking in front threw an object upward and caught it One of the people pointed to the white electric car parked on the roadside and tried to push it, but failed. One of the people observed the direction...",0.39121347665786743
197,Fighting007_x264,Fighting, Four men beat one man in the center of the screen The man fainted and fell to the ground The last four men gathered at the bottom right of the screen Several people enter from the right side of the screen A woman went to the left to check the condit...,494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.39107590913772583
341,Robbery007_x264,Robbery,A man wearing a green shirt enters the room A man in a green shirt pulled out a pistol and pointed it at the two women and one man opposite. The woman on the right turns on the computer The woman on the left opens the cashier The man on the left took...,555,Vandalism010_x264,"A bearded cashier wearing a black shirt took out a package of goods, scanned the barcode and handed it to a bald man wearing sunglasses and a blue shirt. The bald man in a blue shirt Putting cigarette in jacket breast pocket while cashier gives chang...",0.39090895652770996
356,Robbery022_x264,Robbery,A woman in red stands in front of the ATM machine. A man wearing a black coat and a black mask walked into the house with a knife and threatened a woman wearing a red top. The woman turned around and the two started talking. The woman is facing the m...,494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.3905356526374817
